price,emirate,number,character
130000,abu-dhabi,1006,16
130000,abu-dhabi,1141,50
129500,abu-dhabi,8005,6
129500,abu-dhabi,12222,19
129500,abu-dhabi,2007,2
129500,abu-dhabi,2021,20
129500,abu-dhabi,2800,6
129500,ras-al-khaimah,230,x
129500,abu-dhabi,22333,2
129500,abu-dhabi,2210,5
129000,abu-dhabi,88688,1
129000,ras-al-khaimah,5670,b
129000,dubai,33330,u
129000,abu-dhabi,2139,1
129000,abu-dhabi,1161,11
129000,dubai,33334,o
129000,dubai,9991,t
129000,abu-dhabi,10002,19
129000,abu-dhabi,3338,13
129000,abu-dhabi,3700,17
129000,abu-dhabi,66636,6
129000,abu-dhabi,99922,1
129000,abu-dhabi,5222,11
129000,abu-dhabi,7788,18
129000,abu-dhabi,5595,2
129000,dubai,2200,v
129000,abu-dhabi,9696,15
129000,abu-dhabi,22111,2
129000,abu-dhabi,22322,1
129000,abu-dhabi,2229,1
129000,abu-dhabi,77778,14
129000,ras-al-khaimah,639,v
128000,dubai,50095,v
127500,abu-dhabi,8200,5
127000,abu-dhabi,3335,1
125000,dubai,55655,i
125000,abu-dhabi,9799,19
125000,abu-dhabi,4445,13
125000,abu-dhabi,9707,1
125000,dubai,3133,b
125000,abu-dhabi,9099,16
125000,abu-dhabi,41111,16
125000,abu-dhabi,96959,7
125000,abu-dhabi,52525,5
125000,abu-dhabi,55515,15
125000,abu-dhabi,1411,2
125000,abu-dhabi,8666,10
125000,abu-dhabi,5559,5
125000,abu-dhabi,5656,16
125000,abu-dhabi,5255,18
125000,abu-dhabi,61116,16
125000,dubai,44474,d
125000,abu-dhabi,1677,1
125000,abu-dhabi,6506,1
125000,abu-dhabi,9100,19
125000,abu-dhabi,7170,2
125000,dubai,6078,k
125000,abu-dhabi,88788,2
125000,ras-al-khaimah,297,b
125000,dubai,16661,m
125000,ras-al-khaimah,124,y
125000,abu-dhabi,9555,10
125000,dubai,3113,t
125000,abu-dhabi,32222,13
125000,abu-dhabi,7707,50
125000,abu-dhabi,7577,6
125000,ajman,339,d
125000,abu-dhabi,60666,20
125000,abu-dhabi,1711,2
125000,abu-dhabi,2622,5
125000,abu-dhabi,3322,11
125000,abu-dhabi,5543,5
125000,abu-dhabi,68666,10
125000,abu-dhabi,3005,5
125000,abu-dhabi,7996,5
125000,abu-dhabi,2024,2
124500,abu-dhabi,7575,14
124000,abu-dhabi,1199,15
123900,dubai,9797,e
122000,abu-dhabi,1191,19
120000,abu-dhabi,6336,18
120000,abu-dhabi,9992,13
120000,abu-dhabi,4104,1
120000,dubai,2343,c
120000,abu-dhabi,63666,11
120000,dubai,4774,f
120000,dubai,43969,g
120000,abu-dhabi,1201,2
120000,abu-dhabi,2522,11
120000,abu-dhabi,2204,2
120000,abu-dhabi,1150,15
120000,abu-dhabi,54321,11
120000,abu-dhabi,5557,5
120000,fujairah,117,r
120000,abu-dhabi,90001,50
120000,dubai,4878,d
120000,dubai,6966,p
120000,abu-dhabi,65555,15
120000,abu-dhabi,1216,8
120000,dubai,6009,t
120000,abu-dhabi,99199,19
120000,fujairah,820,r
120000,abu-dhabi,35000,13
120000,abu-dhabi,5755,10
120000,abu-dhabi,22555,2
120000,abu-dhabi,8668,13
120000,abu-dhabi,1050,2
120000,dubai,22212,r
120000,abu-dhabi,66616,16
120000,abu-dhabi,62666,6
120000,abu-dhabi,1510,50
119900,dubai,9009,v
119900,dubai,4343,g
119500,abu-dhabi,5525,6
119500,abu-dhabi,99911,19
119500,abu-dhabi,76666,17
119500,abu-dhabi,2992,5
119500,abu-dhabi,4464,5
119500,abu-dhabi,11114,12
119500,abu-dhabi,1213,20
119500,abu-dhabi,3536,1
119500,abu-dhabi,6960,1
119500,abu-dhabi,6645,1
119000,abu-dhabi,3002,12
119000,dubai,5599,d
119000,abu-dhabi,6115,1
119000,abu-dhabi,66646,1
119000,abu-dhabi,7737,13
119000,abu-dhabi,7773,13
119000,dubai,57777,b
119000,abu-dhabi,1947,1
119000,abu-dhabi,1233,13
119000,abu-dhabi,5150,1
119000,abu-dhabi,3080,1
119000,dubai,89000,f
119000,abu-dhabi,9500,50
119000,abu-dhabi,88818,50
119000,abu-dhabi,5552,1
119000,abu-dhabi,3935,1
119000,abu-dhabi,21212,50
119000,dubai,2400,i
119000,dubai,5353,k
119000,dubai,33335,o
119000,abu-dhabi,3399,11
119000,dubai,53000,e
119000,abu-dhabi,1566,1
119000,abu-dhabi,26666,17
119000,abu-dhabi,55525,2
119000,abu-dhabi,4884,6
119000,abu-dhabi,11121,13
119000,abu-dhabi,26662,1
118000,abu-dhabi,2120,11
118000,umm-al-quwain,211,m
118000,abu-dhabi,55565,50
117000,abu-dhabi,20006,2
117000,dubai,5888,e
116000,abu-dhabi,99960,6
115000,abu-dhabi,1115,12
115000,abu-dhabi,8484,6
115000,abu-dhabi,20220,20
115000,abu-dhabi,95555,11
115000,dubai,1003,h
115000,abu-dhabi,11010,50
115000,abu-dhabi,50555,14
115000,abu-dhabi,15551,2
115000,abu-dhabi,9109,19
115000,abu-dhabi,6866,16
115000,abu-dhabi,11222,12
115000,abu-dhabi,9669,12
115000,abu-dhabi,1981,1
115000,abu-dhabi,2023,2
115000,abu-dhabi,5655,15
115000,abu-dhabi,33339,1
115000,abu-dhabi,9494,1
115000,abu-dhabi,1622,1
115000,abu-dhabi,51555,20
115000,abu-dhabi,40044,1
115000,abu-dhabi,4491,1
115000,abu-dhabi,74444,16
115000,dubai,40004,e
115000,abu-dhabi,7717,10
115000,abu-dhabi,1989,14
115000,abu-dhabi,54444,11
115000,dubai,1005,h
115000,umm-al-quwain,100,c
115000,abu-dhabi,4448,12
114000,abu-dhabi,5225,15
114000,abu-dhabi,6677,16
112500,abu-dhabi,7016,1
112500,abu-dhabi,77797,5
110000,abu-dhabi,2045,2
110000,dubai,91999,b
110000,abu-dhabi,19191,50
110000,umm-al-quwain,977,b
110000,dubai,4548,b
110000,abu-dhabi,1440,1
110000,abu-dhabi,6266,1
110000,abu-dhabi,99933,50
110000,abu-dhabi,1373,1
110000,dubai,1120,w
110000,abu-dhabi,44144,14
110000,dubai,82888,h
110000,abu-dhabi,3202,1
110000,abu-dhabi,6609,16
110000,dubai,33933,d
110000,abu-dhabi,5335,6
110000,abu-dhabi,4700,6
110000,abu-dhabi,4944,5
110000,abu-dhabi,1986,17
110000,abu-dhabi,33300,12
110000,dubai,1232,c
110000,abu-dhabi,3366,16
110000,abu-dhabi,77707,18
110000,abu-dhabi,44443,12
110000,abu-dhabi,3633,12
110000,abu-dhabi,55511,5
110000,abu-dhabi,5585,11
110000,abu-dhabi,5455,50
109900,abu-dhabi,44344,6
109900,abu-dhabi,74747,2
109500,abu-dhabi,17111,12
109500,abu-dhabi,69666,14
109500,abu-dhabi,2888,12
109500,abu-dhabi,8869,1
109500,abu-dhabi,9661,6
109500,abu-dhabi,3337,13
109000,abu-dhabi,6605,1
109000,abu-dhabi,2115,1
109000,abu-dhabi,6608,1
109000,dubai,68888,s
109000,abu-dhabi,2909,1
109000,abu-dhabi,17171,50
109000,abu-dhabi,6556,1
109000,abu-dhabi,5503,1
109000,dubai,6940,o
109000,abu-dhabi,7099,1
109000,abu-dhabi,5440,1
109000,fujairah,321,c
109000,dubai,66699,r
109000,abu-dhabi,55222,2
109000,abu-dhabi,88288,1
109000,abu-dhabi,6916,1
109000,abu-dhabi,1718,2
109000,abu-dhabi,11888,5
109000,abu-dhabi,77177,2
109000,abu-dhabi,2511,1
109000,abu-dhabi,3358,1
109000,abu-dhabi,1445,1
109000,abu-dhabi,3773,1
109000,abu-dhabi,97979,2
109000,abu-dhabi,11611,1
109000,abu-dhabi,6770,1
109000,abu-dhabi,93999,2
109000,abu-dhabi,6610,1
109000,abu-dhabi,8830,1
109000,abu-dhabi,5650,1
108900,ras-al-khaimah,822,s
108500,abu-dhabi,1511,16
108000,abu-dhabi,1009,19
108000,abu-dhabi,3223,18
107999,abu-dhabi,44411,6
107000,abu-dhabi,9449,6
107000,abu-dhabi,33303,14
107000,dubai,96966,a
107000,abu-dhabi,3737,13
106000,abu-dhabi,1611,11
105000,dubai,4344,i
105000,umm-al-quwain,855,c
105000,abu-dhabi,7750,50
105000,abu-dhabi,1144,16
105000,abu-dhabi,37411,11
105000,abu-dhabi,8090,10
105000,abu-dhabi,92222,5
105000,abu-dhabi,3023,1
105000,abu-dhabi,6466,5
105000,umm-al-quwain,277,b
105000,abu-dhabi,48888,10
105000,abu-dhabi,11811,2
105000,abu-dhabi,6991,2
105000,abu-dhabi,9200,1
105000,dubai,18111,q
105000,ras-al-khaimah,464,c
105000,abu-dhabi,40444,50
105000,abu-dhabi,4446,5
105000,abu-dhabi,78000,10
105000,dubai,4422,e
105000,abu-dhabi,1123,1
105000,ajman,989,h
105000,abu-dhabi,1109,19
105000,abu-dhabi,4844,5
105000,abu-dhabi,9899,10
105000,abu-dhabi,7008,5
105000,abu-dhabi,9668,6
105000,abu-dhabi,1554,1
105000,abu-dhabi,1096,10
104900,dubai,1122,k
104900,ras-al-khaimah,949,m
102500,abu-dhabi,1032,50
102000,dubai,14141,m
100001,dubai,4326,i
100000,dubai,8879,s
100000,dubai,12344,c
100000,abu-dhabi,41141,1
100000,abu-dhabi,71777,5
100000,dubai,77774,c
100000,dubai,95595,a
100000,abu-dhabi,1332,1
100000,dubai,8988,d
100000,dubai,46666,d
100000,abu-dhabi,16160,16
100000,abu-dhabi,8850,5
100000,abu-dhabi,22226,5
100000,abu-dhabi,28505,13
100000,fujairah,226,i
100000,dubai,84009,a
100000,ajman,48084,b
100000,abu-dhabi,5001,12
100000,abu-dhabi,88868,10
100000,sharjah,77787,3
100000,abu-dhabi,9895,1
100000,dubai,66647,a
100000,abu-dhabi,3203,20
100000,dubai,8038,m
100000,dubai,63333,d
100000,abu-dhabi,2102,12
100000,dubai,1221,e
100000,abu-dhabi,1910,50
100000,abu-dhabi,1321,5
100000,dubai,4509,g
100000,abu-dhabi,1040,14
100000,abu-dhabi,8855,11
100000,abu-dhabi,8089,19
100000,dubai,12017,l
100000,dubai,12347,a
100000,sharjah,27777,3
100000,dubai,1967,g
100000,fujairah,997,b
100000,abu-dhabi,8182,18
100000,dubai,71007,i
100000,dubai,4840,d
100000,abu-dhabi,51000,5
99900,dubai,1231,v
99500,abu-dhabi,16111,5
99500,abu-dhabi,3833,5
99500,abu-dhabi,6456,6
99500,abu-dhabi,4500,5
99500,abu-dhabi,4644,10
99500,abu-dhabi,5528,1
99500,abu-dhabi,87878,18
99500,abu-dhabi,9060,16
99500,abu-dhabi,3090,12
99500,abu-dhabi,4002,6
99000,abu-dhabi,77888,1
99000,abu-dhabi,37333,11
99000,dubai,11188,d
99000,abu-dhabi,80088,2
99000,abu-dhabi,1415,14
99000,abu-dhabi,1312,6
99000,dubai,3434,t
99000,dubai,69269,i
99000,abu-dhabi,88882,6
99000,abu-dhabi,8050,6
99000,abu-dhabi,7880,1
99000,abu-dhabi,2882,10
99000,dubai,51115,t
99000,dubai,3135,c
99000,dubai,1631,n
99000,umm-al-quwain,228,x
99000,abu-dhabi,9161,1
99000,abu-dhabi,2060,11
99000,abu-dhabi,9717,6
99000,abu-dhabi,2110,50
99000,dubai,32183,w
99000,dubai,5800,c
99000,abu-dhabi,56565,1
99000,abu-dhabi,4447,5
99000,dubai,7373,g
99000,abu-dhabi,1918,11
99000,abu-dhabi,3211,12
99000,abu-dhabi,8011,11
99000,abu-dhabi,3553,13
99000,abu-dhabi,15111,2
99000,abu-dhabi,3363,12
99000,abu-dhabi,65666,2
99000,abu-dhabi,56555,50
99000,dubai,7001,q
99000,fujairah,656,b
99000,sharjah,42000,3
99000,sharjah,98000,3
99000,sharjah,68000,3
99000,sharjah,82000,3
99000,abu-dhabi,6566,1
99000,sharjah,74000,3
99000,sharjah,72000,3
99000,abu-dhabi,55559,1
99000,sharjah,92000,3
99000,abu-dhabi,2292,1
99000,abu-dhabi,32323,11
99000,dubai,78612,d
99000,abu-dhabi,1196,11
99000,abu-dhabi,3515,1
99000,ras-al-khaimah,882,c
99000,dubai,81118,u
99000,abu-dhabi,33336,1
99000,abu-dhabi,9166,1
98000,abu-dhabi,7720,50
98000,abu-dhabi,5666,12
98000,abu-dhabi,25222,50
98000,dubai,2221,d
98000,abu-dhabi,55535,13
98000,abu-dhabi,6868,10
98000,abu-dhabi,1911,18
98000,abu-dhabi,35555,1
98000,abu-dhabi,3336,12
98000,abu-dhabi,1909,11
97500,abu-dhabi,7107,2
97000,abu-dhabi,1786,6
97000,abu-dhabi,3883,16
97000,abu-dhabi,8810,2
97000,abu-dhabi,83333,1
97000,abu-dhabi,4666,5
97000,abu-dhabi,8688,1
96500,abu-dhabi,9909,15
96000,abu-dhabi,88838,12
96000,fujairah,422,h
96000,abu-dhabi,27272,6
96000,abu-dhabi,31333,50
96000,abu-dhabi,98988,1
96000,dubai,9969,r
95733,dubai,95733,j
95000,abu-dhabi,2302,2
95000,abu-dhabi,10110,5
95000,dubai,5499,i
95000,sharjah,22229,3
95000,dubai,88898,n
95000,abu-dhabi,9902,2
95000,abu-dhabi,5955,11
95000,abu-dhabi,2008,5
95000,abu-dhabi,46464,5
95000,abu-dhabi,1781,5
95000,dubai,6911,t
95000,abu-dhabi,5202,2
95000,abu-dhabi,30006,5
95000,fujairah,575,s
95000,dubai,88866,d
95000,dubai,93939,o
95000,abu-dhabi,9066,6
95000,dubai,7400,n
95000,abu-dhabi,33337,10
95000,dubai,96669,h
95000,ras-al-khaimah,670,s
95000,dubai,70777,q
95000,abu-dhabi,77711,12
95000,umm-al-quwain,134,d
95000,abu-dhabi,41444,1
95000,abu-dhabi,9491,5
95000,abu-dhabi,3022,1
95000,ras-al-khaimah,579,k
95000,dubai,70070,l
95000,abu-dhabi,7606,1
95000,abu-dhabi,4005,15
95000,abu-dhabi,17777,13
95000,dubai,1140,w
95000,dubai,60009,p
95000,abu-dhabi,99669,1
95000,abu-dhabi,5777,6
95000,abu-dhabi,7227,1
95000,dubai,90909,l
95000,abu-dhabi,21110,50
95000,abu-dhabi,6662,12
94500,dubai,9299,e
94500,dubai,31133,a
94000,abu-dhabi,38383,12
94000,dubai,7767,n
94000,abu-dhabi,6961,1
94000,dubai,78787,i
94000,abu-dhabi,7088,18
94000,abu-dhabi,8400,5
93500,abu-dhabi,5464,6
93000,fujairah,332,d
93000,abu-dhabi,85555,1
93000,abu-dhabi,5432,15
92900,dubai,7171,e
92000,abu-dhabi,88338,1
92000,sharjah,98989,3
92000,abu-dhabi,7477,1
92000,abu-dhabi,4001,11
92000,abu-dhabi,7505,1
92000,abu-dhabi,6933,6
91500,abu-dhabi,5520,2
91000,abu-dhabi,33232,1
90500,abu-dhabi,1022,15
90500,abu-dhabi,2929,12
90000,dubai,22995,r
90000,dubai,8388,h
90000,abu-dhabi,4982,7
90000,umm-al-quwain,164,m
90000,ras-al-khaimah,619,d
90000,dubai,2555,d
90000,abu-dhabi,44454,5
90000,abu-dhabi,88885,1
90000,abu-dhabi,333,12
90000,abu-dhabi,1277,2
90000,abu-dhabi,12335,8
90000,dubai,99989,k
90000,abu-dhabi,99888,1
90000,dubai,6090,q
90000,abu-dhabi,1617,15
90000,abu-dhabi,8700,1
90000,abu-dhabi,6505,50
90000,abu-dhabi,1202,16
90000,dubai,1070,o
90000,dubai,4747,s
90000,dubai,44755,h
90000,dubai,4004,u
90000,abu-dhabi,5051,14
90000,dubai,10007,i
90000,abu-dhabi,7897,6
90000,abu-dhabi,8801,11
90000,abu-dhabi,79222,4
90000,dubai,3436,n
90000,dubai,8999,i
90000,abu-dhabi,7066,5
90000,dubai,69069,h
90000,dubai,5554,g
90000,ras-al-khaimah,194,i
89900,dubai,77717,i
89900,dubai,4100,b
89789,dubai,89789,g
89500,abu-dhabi,23322,2
89500,abu-dhabi,5835,6
89500,abu-dhabi,88800,19
89500,abu-dhabi,38000,12
89500,abu-dhabi,6706,1
89500,abu-dhabi,1210,14
89500,abu-dhabi,8686,5
89500,abu-dhabi,6069,10
89500,abu-dhabi,1979,6
89500,abu-dhabi,1215,2
89500,abu-dhabi,55500,18
89500,abu-dhabi,1301,20
89500,abu-dhabi,5443,15
89500,abu-dhabi,85558,10
89500,abu-dhabi,1160,11
89500,abu-dhabi,1984,16
89500,abu-dhabi,55444,15
89500,abu-dhabi,9121,6
89500,abu-dhabi,2134,2
89500,dubai,1773,a
89500,abu-dhabi,6612,6
89500,abu-dhabi,1958,5
89500,abu-dhabi,8003,5
89500,abu-dhabi,4432,14
89000,abu-dhabi,22266,6
89000,dubai,96999,s
89000,abu-dhabi,1861,5
89000,dubai,10011,r
89000,abu-dhabi,11122,50
89000,abu-dhabi,1599,15
89000,abu-dhabi,20008,2
89000,abu-dhabi,91111,12
89000,dubai,22211,s
89000,abu-dhabi,8660,6
89000,abu-dhabi,1970,18
89000,fujairah,844,d
89000,abu-dhabi,44455,6
89000,dubai,9996,m
89000,abu-dhabi,43210,14
89000,abu-dhabi,29000,11
89000,dubai,67776,o
89000,dubai,3020,r
89000,dubai,77999,a
89000,abu-dhabi,99949,5
89000,abu-dhabi,30030,2
89000,dubai,7475,m
89000,umm-al-quwain,447,b
89000,abu-dhabi,1320,20
89000,dubai,4477,f
89000,abu-dhabi,3440,14
89000,dubai,1203,c
89000,abu-dhabi,30033,20
89000,abu-dhabi,7955,5
89000,abu-dhabi,9981,18
89000,abu-dhabi,3353,1
89000,abu-dhabi,3035,1
89000,abu-dhabi,8098,1
88900,dubai,3888,b
88500,abu-dhabi,69996,1
88500,abu-dhabi,90003,1
88500,abu-dhabi,9509,10
88500,abu-dhabi,15151,16
88000,abu-dhabi,20022,13
88000,abu-dhabi,9393,13
88000,dubai,66677,s
88000,abu-dhabi,8511,11
88000,abu-dhabi,90090,16
88000,fujairah,522,d
88000,abu-dhabi,33133,1
88000,abu-dhabi,5189,1
88000,abu-dhabi,1341,14
88000,umm-al-quwain,710,x
88000,abu-dhabi,50001,18
88000,dubai,2026,p
88000,abu-dhabi,73337,1
88000,abu-dhabi,20001,11
88000,abu-dhabi,1206,1
88000,abu-dhabi,45554,13
88000,abu-dhabi,2712,2
87500,abu-dhabi,44111,50
87500,abu-dhabi,9961,11
87000,abu-dhabi,5546,10
87000,abu-dhabi,42424,50
87000,abu-dhabi,5231,5
87000,fujairah,908,m
87000,abu-dhabi,24002,5
87000,abu-dhabi,62226,16
87000,abu-dhabi,43334,5
86500,abu-dhabi,6056,1
86500,abu-dhabi,8009,6
86500,abu-dhabi,2512,1
86500,abu-dhabi,1964,1
86000,abu-dhabi,44414,5
86000,abu-dhabi,6015,15
86000,abu-dhabi,2402,50
85500,abu-dhabi,5632,5
85000,abu-dhabi,1090,5
85000,abu-dhabi,11999,1
85000,abu-dhabi,55552,12
85000,dubai,8818,d
85000,dubai,54445,c
85000,abu-dhabi,1019,18
85000,abu-dhabi,30008,6
85000,abu-dhabi,10005,6
85000,dubai,22922,m
85000,abu-dhabi,33338,6
85000,abu-dhabi,11666,6
85000,abu-dhabi,3220,5
85000,abu-dhabi,9855,5
85000,abu-dhabi,8277,5
85000,abu-dhabi,3034,13
85000,abu-dhabi,77744,12
85000,dubai,1973,q
85000,dubai,5003,f
85000,abu-dhabi,84888,1
85000,dubai,11123,v
85000,abu-dhabi,3212,12
85000,ras-al-khaimah,206,n
85000,abu-dhabi,5045,10
85000,ajman,840,e
85000,abu-dhabi,97779,12
85000,dubai,9444,e
85000,abu-dhabi,5015,15
85000,dubai,89888,o
85000,dubai,22244,a
85000,abu-dhabi,4451,15
85000,abu-dhabi,3310,6
85000,dubai,11171,u
85000,fujairah,154,m
85000,abu-dhabi,1322,20
85000,dubai,44888,c
85000,abu-dhabi,44555,11
85000,ajman,501,k
85000,abu-dhabi,36000,10
85000,dubai,44744,d
85000,dubai,66665,m
85000,abu-dhabi,3050,5
85000,abu-dhabi,1706,17
85000,abu-dhabi,7511,1
85000,abu-dhabi,5099,11
85000,abu-dhabi,3900,1
85000,abu-dhabi,31113,10
85000,abu-dhabi,6016,1
85000,abu-dhabi,1974,2
85000,abu-dhabi,1975,10
85000,abu-dhabi,1950,50
85000,dubai,6311,b
85000,abu-dhabi,1287,11
85000,dubai,9116,e
85000,abu-dhabi,5056,6
85000,dubai,34333,r
85000,abu-dhabi,2324,14
85000,abu-dhabi,1056,1
85000,abu-dhabi,77788,1
85000,abu-dhabi,7507,50
85000,abu-dhabi,9493,11
85000,abu-dhabi,9552,5
84900,dubai,1996,w
84900,dubai,7711,s
84900,dubai,1978,t
84900,dubai,1982,v
84900,abu-dhabi,10010,17
84500,abu-dhabi,66366,5
84500,abu-dhabi,77557,5
84500,abu-dhabi,70006,17
84000,abu-dhabi,2031,13
84000,abu-dhabi,55558,11
84000,abu-dhabi,77666,17
83500,abu-dhabi,5501,14
83500,abu-dhabi,9660,50
83500,abu-dhabi,55255,15
83500,abu-dhabi,2492,6
83500,abu-dhabi,4720,20
83000,abu-dhabi,55955,1
83000,dubai,90006,g
83000,dubai,11555,h
82500,abu-dhabi,2101,50
82500,abu-dhabi,76676,6
82500,abu-dhabi,5006,11
82500,abu-dhabi,1877,5
82000,dubai,59999,e
82000,dubai,1555,m
82000,abu-dhabi,11221,5
82000,abu-dhabi,11616,1
82000,abu-dhabi,96969,17
82000,abu-dhabi,88886,11
82000,abu-dhabi,1433,14
82000,abu-dhabi,88848,5
82000,abu-dhabi,11131,6
82000,dubai,14000,o
82000,abu-dhabi,33320,1
82000,abu-dhabi,1868,5
82000,abu-dhabi,6005,1
82000,abu-dhabi,77755,17
82000,abu-dhabi,50009,1
81500,abu-dhabi,3105,1
81000,abu-dhabi,40040,50
80000,abu-dhabi,5663,1
80000,abu-dhabi,12205,5
80000,abu-dhabi,7273,12
80000,ajman,798,a
80000,dubai,13131,m
80000,dubai,7274,l
80000,ras-al-khaimah,877,m
80000,ras-al-khaimah,12220,z
80000,ajman,2577,a
80000,abu-dhabi,30002,11
80000,dubai,55575,i
80000,abu-dhabi,6808,6
80000,dubai,88844,e
80000,dubai,44445,c
80000,abu-dhabi,11163,11
80000,dubai,4030,r
80000,dubai,5210,j
80000,abu-dhabi,30103,6
80000,dubai,9181,p
80000,abu-dhabi,33321,6
80000,abu-dhabi,70111,11
80000,abu-dhabi,5747,9
80000,dubai,3412,e
80000,dubai,37777,m
80000,dubai,4742,a
80000,dubai,2212,o
80000,fujairah,306,e
80000,dubai,99955,h
80000,abu-dhabi,17000,12
79990,abu-dhabi,7022,15
79900,dubai,66166,h
79900,dubai,1119,n
79500,abu-dhabi,77117,2
79500,abu-dhabi,22232,13
79500,abu-dhabi,8990,5
79500,abu-dhabi,33323,13
79500,abu-dhabi,20101,2
79500,abu-dhabi,7009,1
79500,abu-dhabi,7686,10
79500,dubai,8555,c
79500,abu-dhabi,5345,5
79500,abu-dhabi,6615,50
79500,abu-dhabi,84848,11
79500,abu-dhabi,12212,20
79500,abu-dhabi,5065,11
79500,abu-dhabi,4177,1
79500,abu-dhabi,99499,5
79500,abu-dhabi,11777,6
79500,abu-dhabi,9808,19
79500,abu-dhabi,22626,2
79500,abu-dhabi,50504,50
79500,abu-dhabi,23223,5
79500,abu-dhabi,31313,10
79500,abu-dhabi,90990,2
79500,abu-dhabi,1180,6
79500,abu-dhabi,1106,16
79500,abu-dhabi,50500,16
79500,abu-dhabi,21211,1
79500,abu-dhabi,1619,5
79500,abu-dhabi,6635,5
79500,abu-dhabi,10009,5
79500,abu-dhabi,2346,50
79500,abu-dhabi,7076,6
79500,abu-dhabi,4775,5
79500,abu-dhabi,3314,5
79500,abu-dhabi,4225,5
79500,abu-dhabi,4783,1
79500,abu-dhabi,19990,50
79000,abu-dhabi,90091,10
79000,dubai,9001,o
79000,abu-dhabi,4009,6
79000,abu-dhabi,11001,50
79000,dubai,6004,e
79000,abu-dhabi,1220,15
79000,abu-dhabi,1941,12
79000,dubai,82288,a
79000,dubai,88228,a
79000,abu-dhabi,1613,5
79000,dubai,1116,r
79000,dubai,2015,d
79000,abu-dhabi,66600,13
79000,dubai,44544,c
79000,dubai,4060,d
79000,fujairah,704,b
79000,abu-dhabi,98999,1
79000,abu-dhabi,2704,2
79000,abu-dhabi,47444,10
79000,abu-dhabi,36666,12
79000,abu-dhabi,6652,5
79000,umm-al-quwain,291,b
79000,abu-dhabi,52555,6
79000,dubai,7786,l
79000,abu-dhabi,14144,1
79000,dubai,10019,n
79000,sharjah,93339,3
79000,abu-dhabi,22299,5
79000,sharjah,42224,3
79000,abu-dhabi,1071,1
79000,sharjah,36663,3
79000,sharjah,2444,3
79000,dubai,11711,r
78800,dubai,1118,t
78500,dubai,33344,n
78500,abu-dhabi,65655,6
78500,abu-dhabi,16616,11
78000,abu-dhabi,2705,5
78000,abu-dhabi,4566,16
78000,abu-dhabi,6008,1
78000,abu-dhabi,11212,50
78000,abu-dhabi,33302,1
78000,abu-dhabi,7654,1
78000,abu-dhabi,17117,11
78000,dubai,19999,m
78000,abu-dhabi,99009,50
78000,abu-dhabi,3630,16
77500,abu-dhabi,79779,5
77500,dubai,58585,d
77500,abu-dhabi,1015,50
77500,abu-dhabi,72227,10
77000,ajman,381,f
77000,abu-dhabi,9699,11
77000,dubai,78910,v
77000,ras-al-khaimah,741,d
77000,abu-dhabi,8821,19
77000,abu-dhabi,5058,6
77000,abu-dhabi,5010,10
77000,abu-dhabi,33433,12
77000,abu-dhabi,1008,5
77000,ajman,79,a
77000,abu-dhabi,7172,17
77000,abu-dhabi,6627,5
77000,umm-al-quwain,530,b
77000,abu-dhabi,1167,6
77000,abu-dhabi,33131,1
77000,abu-dhabi,87778,12
77000,abu-dhabi,4456,14
76900,dubai,45555,l
76500,abu-dhabi,6877,5
76500,abu-dhabi,11144,10
76000,fujairah,442,i
76000,abu-dhabi,77111,18
76000,abu-dhabi,33222,1
76000,dubai,8010,s
75500,abu-dhabi,8698,1
75000,abu-dhabi,2778,1
75000,dubai,81888,i
75000,dubai,6869,m
75000,dubai,88555,s
75000,ras-al-khaimah,799,k
75000,abu-dhabi,7123,6
75000,abu-dhabi,1017,10
75000,abu-dhabi,2320,6
75000,sharjah,76767,3
75000,abu-dhabi,3009,1
75000,abu-dhabi,6880,5
75000,dubai,1888,l
75000,dubai,69690,w
75000,abu-dhabi,20200,15
75000,dubai,33311,s
75000,abu-dhabi,33233,50
75000,abu-dhabi,1136,1
75000,abu-dhabi,44466,5
75000,abu-dhabi,55151,1
75000,abu-dhabi,22203,1
75000,dubai,9113,s
75000,abu-dhabi,4339,6
75000,dubai,4458,f
75000,abu-dhabi,8876,1
75000,abu-dhabi,4117,5
75000,ras-al-khaimah,863,s
75000,abu-dhabi,88444,5
75000,dubai,22202,q
75000,fujairah,509,e
75000,abu-dhabi,11170,11
75000,dubai,69969,b
75000,abu-dhabi,7200,5
75000,abu-dhabi,6296,6
75000,abu-dhabi,35533,1
75000,dubai,33353,a
75000,abu-dhabi,70700,18
75000,dubai,66777,o
75000,abu-dhabi,31444,5
75000,abu-dhabi,44401,10
75000,abu-dhabi,3312,10
75000,abu-dhabi,4490,6
75000,abu-dhabi,64646,11
75000,dubai,11211,p
75000,dubai,1080,p
75000,dubai,91150,k
75000,abu-dhabi,1618,10
75000,dubai,6616,r
75000,abu-dhabi,7930,5
75000,ras-al-khaimah,280,k
75000,abu-dhabi,25815,5
75000,abu-dhabi,7833,1
75000,abu-dhabi,12120,12
75000,abu-dhabi,15015,5
75000,abu-dhabi,44484,10
75000,ras-al-khaimah,6789,c
75000,abu-dhabi,66446,11
75000,abu-dhabi,6065,11
75000,abu-dhabi,22622,11
75000,dubai,42324,h
75000,fujairah,135,d
75000,abu-dhabi,2016,13
75000,dubai,7010,n
75000,dubai,6010,r
75000,abu-dhabi,60600,12
